workerId,group,cond,valence,exprating,valrating,arrating,block,trial_order,trial_cond,s1_color,Cong,age,sex,ITI,ISI,response_time_ISI_EXP,response_time_SAM_valence,response_time_SAM_arousal,timing_S1,timing_S2
14485,UG,val_arr,neu,73,31,80,1,5,4,neg,1,18,Male,871,1000,18885,4385,4414,250,1000
14485,UG,exp,neg,93,31,80,1,6,2,neg,0,18,Male,1061,1000,6632,4385,4414,250,1000
14485,UG,exp,neg,35,31,80,1,7,3,neu,1,18,Male,993,1000,5983,4385,4414,250,1000
14485,UG,exp,neg,76,31,80,1,8,4,neu,1,18,Male,828,1000,5716,4385,4414,250,1000
14485,UG,exp,neg,96,31,80,1,9,5,neg,0,18,Male,923,1000,3178,4385,4414,250,1000
14485,UG,exp,neu,95,31,80,1,10,6,neu,0,18,Male,1167,1000,2636,4385,4414,250,1000
14485,UG,exp,neu,62,31,80,1,11,7,neu,0,18,Male,1108,1000,4445,4385,4414,250,1000
14485,UG,val_arr,neu,62,51,73,1,12,5,neg,1,18,Male,1054,1000,4445,4429,3257,250,1000
14485,UG,exp,neu,56,51,73,1,13,8,neu,0,18,Male,960,1000,5832,4429,3257,250,1000
14485,UG,val_arr,neu,56,29,94,1,14,6,neu,0,18,Male,1056,1000,5832,8716,3175,250,1000
14485,UG,exp,neu,37,29,94,1,15,9,neu,0,18,Male,996,1000,3635,8716,3175,250,1000
14485,UG,exp,neu,29,29,94,1,16,10,neu,0,18,Male,892,1000,3005,8716,3175,250,1000
14485,UG,val_arr,neg,29,6,89,1,17,7,neg,0,18,Male,947,1000,3005,3503,3415,250,1000
14485,UG,exp,neg,71,6,89,1,18,11,neg,0,18,Male,1085,1000,3557,3503,3415,250,1000
14485,UG,val_arr,neg,71,9,99,1,19,8,neg,0,18,Male,1157,1000,3557,4735,3451,250,1000
14485,UG,val_arr,neu,71,68,76,1,20,9,neu,0,18,Male,993,1000,3557,2582,1861,250,1000
14485,UG,val_arr,neg,71,0,100,1,21,10,neg,0,18,Male,1137,1000,3557,7385,3063,250,1000
14485,UG,val_arr,neg,71,0,93,1,22,11,neg,0,18,Male,928,1000,3557,4829,3761,250,1000
14485,UG,val_arr,neg,71,22,88,1,23,12,neu,1,18,Male,1018,1000,3557,5470,10791,250,1000
14485,UG,val_arr,neg,71,12,77,1,24,13,neg,0,18,Male,962,1000,3557,13679,1814,250,1000
14485,UG,exp,neu,100,12,77,1,25,12,neg,1,18,Male,892,1000,3548,13679,1814,250,1000
14485,UG,val_arr,neg,100,16,78,1,26,14,neg,0,18,Male,973,1000,3548,4666,1253,250,1000
14485,UG,exp,neu,26,16,78,1,27,13,neu,0,18,Male,1049,1000,2872,4666,1253,250,1000
14485,UG,val_arr,neg,26,6,100,1,28,15,neg,0,18,Male,1006,1000,2872,3666,3220,250,1000
14485,UG,val_arr,neu,26,90,22,1,29,16,neu,0,18,Male,952,1000,2872,2761,2502,250,1000
