workerId,prolific_id,group,cond,valence,exprating,valrating,arrating,block,trial_order,trial_cond,s1_color,Cong,IUS_tot,IUS_prospective,IUS_inhibitory,age,sex
12493,5fc0add1954a2256e62c13da,CG,val_arr,neu,30,64,32,2,65,33,blue,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neu,30,98,38,2,66,34,red,1,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neu,30,45,45,2,67,35,blue,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neu,30,63,43,2,68,36,blue,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neu,32,63,43,2,69,33,blue,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neu,32,78,57,2,70,37,blue,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neg,21,78,57,2,71,34,red,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neg,21,24,24,2,72,38,red,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neg,21,24,24,2,73,35,red,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neu,68,24,24,2,74,36,red,1,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neg,21,24,24,2,75,37,red,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neg,21,12,47,2,76,39,red,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,val_arr,neg,21,8,41,2,77,40,blue,1,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neu,60,8,41,2,78,38,blue,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neg,36,8,41,2,79,39,red,0,17,11,6,54,Male
12493,5fc0add1954a2256e62c13da,CG,exp,neg,56,8,41,2,80,40,red,0,17,11,6,54,Male
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,14,91,13,1,1,1,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,4,91,13,1,2,1,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,6,91,13,1,3,2,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,96,91,13,1,4,3,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,96,95,5,1,5,2,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,12,95,5,1,6,4,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,12,8,74,1,7,3,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,7,8,74,1,8,5,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,89,8,74,1,9,6,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,100,8,74,1,10,7,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,3,8,74,1,11,8,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,79,8,74,1,12,9,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,79,7,68,1,13,4,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,24,7,68,1,14,10,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,24,3,77,1,15,5,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,81,3,77,1,16,11,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,81,1,100,1,17,6,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neg,96,1,100,1,18,12,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,96,0,100,1,19,7,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,96,74,24,1,20,8,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,96,50,50,1,21,9,blue,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,23,50,50,1,22,13,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,23,86,12,1,23,10,blue,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,exp,neu,83,86,12,1,24,14,red,1,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neg,83,29,72,1,25,11,red,0,57,34,23,30,Female
12492,5d9ce7004c63af0016e58b8e,CG,val_arr,neu,83,100,0,1,26,12,blue,0,57,34,23,30,Female
